Product_Category,Product_Name,Prodcut_Selling_Price,Prodcut_Mark_Price,Product_Rating,Product_link,Total_User,Product_subcategory1,Product_subcategory2,Product_ingredient,Product_Variety,Product_Availbility
makeup,Manish Malhotra Foundation- Warm Beige,₹679,₹799,5 ratings,https://www.myglamm.com/product/manish-malhotra-skin-awakening-foundation-warm-beige.html,272,Face Makeup,Foundation,"Warm Beige with yellow beige undertones; for medium skin
Give It To Me Quick:
Medium-to-high coverage, long-wearfoundation
Enriched with 40% Red Orange Extracts
Soft-focus effect for an even-toned, luminous complexion
With glow-igniting gold for instant radiance
Dermatologically tested, non-irritating formula
Sweat, humidity and water-resistant makeup foundation
Available in 15 shades to match all Indian skin tones
Icons:
Cruelty-free Vegan Paraben-free Phthalate-free SLS-free Alcohol-free Mineral oil-free Gluten-free Contains natural extracts Sulfate-free Formaldehyde-free Triclosan-free TEA-free
Tell Me More:
Get a luminous, spotlight-worthy base with this skin-awakening foundation from the Manish Malhotra Face Range. Non-irritating, soft-focus, long-wear formula comes with medium-to-high coverage for the confident, glamorous diva who was born ready to own every moment. Enhanced with Vitamin C enriched Italian Red Orange Extracts to protect skin from free radical damage, thus minimising signs of ageing. This liquid foundation is formulated with glow-igniting gold for instant radiance, so you can take the center stage every day. Available in 15 shades to flatter all Indian skin tones.
We're here to celebrate you in your infinite glory. Because a life #StarringYou is meant to be celebrated with luxury.
Benefits:
Soft-focus effect:This medium-to-high coverage foundation makes the skin look even-toned and smooth.
Antioxidant-rich:Protects skin from free radical damage and premature ageing with Vitamin C enriched Red Orange Extracts
Glow-igniting:This liquid foundation has gold for instant radiance
Long-wear formula:Sweat, humidity and water-resistant formula makes it perfect for extended wear
Dermatologically tested:Non-irritating formula makes it suitable for all skin types
What Makes It Showstopping?
99% users said that this foundation doesnt dry out their skin*
93% users said that its skin-awakening formula gave them a radiant complexion*
91% users agreed that it makes their skin feel fresh, rejuvenated and alive*
Manish Malhotra Luxury Makeup by MyGlamm is an exquisite collection of the couturier's most-loved beauty picks thats made to turn heads everywhere you go. Long-lasting formula intertwined with showstopping elegance makes it the perfect range for a life #StarringYou.
Disclaimer:*based on consumer testing on 110 volunteers
Caution:For external use only. Do a patch test before use.
Manufacturers Address:
Regi India Cosmetics Pvt. Ltd., Plot No.-9, Sector-5, IIE SIDCUL, Haridwar, Uttarakhand - 249 403
Country of Origin:India
Net Quantity:34g
Generic Name for Product:Foundation
Dimensions of the Product:L: 3.6cm B: 3.6cm H: 10.7cm
Disclaimer:Colours of theface makeup productsmay vary due to the differences between computer monitors and phone screens.
Important:Allmakeup productsthat will be shipped will have a shelf-life of a minimum of 8 to 12 months.",[],ADD TO BAG
makeup,"Manish Malhotra Glitter Eyeliner - Jade Forest (Green Shade) | Long Lasting, Shimmer, Metallic, Glitter, Waterproof Eyeliner Pencil (1.2g)",₹719,₹799,4.9 ratings,https://www.myglamm.com/product/manish-malhotra-glitter-eyeliner-jade-forest.html,324,Eye Makeup,Eyeliner,"Jade Forest is a green shade - perfect for bringing out a rebellious streak. It is also PETA Approved cruelty-free and vegan.

A little glitter and a whole lot of glamm! The Manish Malhotra Glitter Eyeliner by MyGlamm is a smooth, waterproof and transfer-proof pencil eyeliner. It's versatile enough to create everything from a fashion-forward graphic winged liner to a sultry smokey eye. Made to last all night long, this glitter eyeliner works equally well with your LBD or your lehenga.

Benefits:
Metallic finish
Even colour payoff
Easy to apply
Long-lasting, up to 12 hours
Waterproof & non-transferable

Enhanced Properties:
Blends easily, before it sets, to create smoky eye looks
Smooth like a liquid liner
Free of mineral oil, paraffin, preservatives, D4, D5, D6, and animal-derived ingredients

Manish Malhotra Haute Couture Makeup exclusively by MyGlamm brings you a little bit of couture for everyday glamour carefully curated with India's leading fashion designer, Manish Malhotra.

Net Weight: 1.2 g

Manufacturer Detail
Schwan Cosmetics Germany GmbH & Co. KG, Schwanweg1, 90562 Heroldsberg, Germany.

Country of Origin
Germany

Disclaimer: Colours of the eye makeup may vary due to the differences in computer monitors and phone screens.
Important: All makeup products that will be shipped will have a shelf-life of minimum 8 months to 12 months.",[],ADD TO BAG
makeup,"MyGlamm LIT Creamy Matte Lipstick - Sangria (Wine Shade) | Long Lasting, Creamy, Demi-matte Finish Slim Lipstick (3.7g)",₹267,₹595,4.9 ratings,https://www.myglamm.com/product/lit-creamy-matte-lipstick-sangria.html,1464,Lip Makeup,Matte Lipstick,"Sangria is a beautiful wine shade that enamours all skin tones. It is also PETA Approved cruelty-free and vegan.

Play up those pouts with hues for every mood. With the LIT Creamy Matte Lipsticks by MyGlamm, we've got the best of both worlds a mad matte finish in an oh-so-creamy texture! You also get long-staying power and intense colour payoff - what else could a girl ask for? The controlled slimstick design ensures perfect precision with every swipe of colour - no smudges!

Benefits
Demi-matte finish
Creamy, smooth texture
Immediate colour release
Long-lasting
Easy to apply

Enhanced Properties
Special blend of mineral and plant waxes for a smooth and precise application
Special Silica Micro-beads for a creamy, satin feel
Special Texturizing Agent for a luxurious, non-greasy texture
Micronized Pigments for intense colour in one swipe
Free from D5, preservatives, mineral oil, and nano-ingredients

The LIT Collection by MyGlamm features statement-making, cruelty-free makeup for the modern Gen-Z girl

Net Weight: 3.7 g

Manufacturer Detail
Regi India Cosmetics Pvt. Ltd., Plot No.-9, Sector-5, IIE SIDCUL, Haridwar, Uttarakhand - 249 403

Country of Origin: India
Generic product name: Creamy Matte Lipstick

Disclaimer: Colours of the lip makeup may vary due to the differences in computer monitors and phone screens.
Important: All makeup products that will be shipped will have a shelf-life of minimum 12 months to 30 months.",[],ADD TO BAG
makeup,"POPxo Makeup Mini Lip Kit - Power Trip (Set of 3) | Creamy, Matte Finish, Highly Pigmented, Bold Shade Mini Lipsticks",₹262,₹349,5 ratings,https://www.myglamm.com/product/popxo-makeup-power-trip-3-color-mini-lipstick-set.html,59,Lip Makeup,Lipstick set,"Give It To Me Quick:
Creamy-matte finish
Lightweight formula
Glides on easily
Highly-pigmented
Enriched with Vitamin E, does not dry out lips
Icons:
 Cruelty-free Vegan Paraben-free
Tell Me More:
A little bit of lipstick, and a splash of sass - just boss babe essentials.
The Power Trip - Mini Lipstick Kit is a power-packed set of 3 creamy-matte bold lipsticks. The colours in this mini lipstick set will help you channel your inner #BossBabe. One swipe is all you need to create a look thats always on-trend. Dream big, hustle hard and get ready to make sparks flyu0021
The mini lip kit includes 3 irresistible bold lipsticks - a true red, a bright pink and a deep red lipstick - one for every mood, duh. These mini lipsticks set have a creamy matte formula that glides on the lips smoothly and wears comfortably for long hours. The pigmented formula delivers rich colour payoff in one swipe & is designed to be suitable for all Indian skin tones.
""I have too many lipsticks"" - said no one everu0021 That's because we know the real power of a good lipstick on a bad day.
Benefits:
Makeup On-The-Go: This 3-in-1 mini lipstick set features 3 creamy matte lipsticks in bold shades for all the boss babes out there. If you love yourself a bold lipstick, this is the lip kit for you.
Formula To Die For: These mini lipsticks have a pigmented formula that delivers a rich colour payoff in a single swipe. Its smooth texture wears comfortably through out the day.
Drop It Like Its Hot: Stunning shades in this mini lipstick set allow you to cop gorgeous trending makeup looks for bomb makeup selfiesu0021
Boujee On A Budget: The 3-in-1 lipstick kit is especially designed to meet high makeup standards on a budget. So, if youre looking for a reasonable makeup investment, say hello to the best mini lipstick set under 500.
Who Is It For: Easy to use, these high-quality lipsticks are perfect for both, beginners and professionals. Its compact packaging also makes it travel-friendly and is suitable for divas who are looking for a wide variety of choices that match their mood.
Toxins? Nou0021: Enriched with vitamin E, all these lipsticks have a skin conditioning formula that avoids your lip look to crease. It is also free of alcohol, mineral oil, paraben, and D5.
# Aesthetic Goals: Did you notice that we kept your aesthetic needs on our agenda too? These cute and trendy eye makeup kits are designed to give you a gram-worthy vanity. Make space on your Instagram grid for some yummy pink palette shotsu0021
Were Environment-Friendly Too: This mini lipstick kit comes in a sustainable paper packaging.
Manufacturer Detail: Take2 Cosmetics, B-108, Bajrang Krupa Industrial Estate, Athal, Silvassa, 396230
Country of Origin: India
Net Weight: 7.5g
Generic Name for Product: POPxo Makeup - Mini Lip Kit
Disclaimer: Colours of the lip makeup may vary due to the differences in computer monitors and phone screen resolutions.
Important: All makeup products that will be shipped will have a shelf-life of a minimum 24 months to 36 months.",[],ADD TO BAG
makeup,MyGlamm LIT 2 in 1 Liquid Matte Lipstick - Hot Mama,₹490,₹545,4.9 ratings,https://www.myglamm.com/product/lit-2-in-1-liquid-matte-lipstick-hot-mama.html,545,Lip Makeup,Liquid Lipstick,"Hot Mama consists of a fuchsia & classic red shade. It is also PETA Approved cruelty-free and vegan.

Whether youre channelling your inner Beyonc or Sasha Fierce theres a shade for every person and their alter egos! The LIT 2 in 1 Liquid Matte Lipstick by MyGlamm gives you soft, kiss-proof lips, no smudges or transfers, just pure, intense colour!

Benefits
Matte Finish
Smudge-proof and transfer-proof formula
Smooth application
Highly pigmented
 Enhanced Properties
Moisturising formula
Long-lasting, up to 12 hours
Cruelty-free, not tested on animals
Net Weight: 2 N x 4 ml

Manufacturer Detail
M/s Viva Cosmetics, R. Indl. Complex, Asangaon, Thane - 421601, Maharashtra,M.L.No.: MH/104671
Country of Origin: India
Generic product name: LIT 2 in 1 Liquid Matte Lipstick
Disclaimer: Colours of the makeup may vary due to the differences in computer monitors and phone screens.
Important: All makeup products that will be shipped will have a shelf-life of minimum 5 months to 8 months.",[],ADD TO BAG
makeup,"Treasure IT Powder Matte Blush - Love (Pink Shade) | Long Lasting, Matte Finish Powder Blush with Vitamin E | For All Skin Colour (4g)",₹499,,5 ratings,https://www.myglamm.com/product/treasure-it-powder-matte-blush-love.html,42,Face Makeup,Blush,"MyGlamm Treasure It Powder Matte Blush - Love is a pink blush shade that is enriched with Vitamin E and fine pearls for a natural sheen and flattering colour. Lightweight, super blendable, and intensely pigmented to keep you looking fresh-faced all day. Simply swirl the blush along your cheekbones for that everyday, luminous rosy glow. This MyGlamm Powder Matte Blusher brings you that glowy flush in 6 gorgeous shades. Try this face makeup product and witness the magic!
Key Benefits:
Intensely pigmented, matte finish blush
Enriched with Vitamin E and fine pearls for a natural sheen
Lightweight formula for comfortable wear 
Delivers buildable, sheer finish
Non-greasy for an effortless flush of colour
Easy to blend
The MyGlamm range is made for the multitasking woman who wants the most out of her makeup and skincare. It's all about glamour that's easy and accessible. Our makeup is rooted in innovation and created with the best skin-friendly ingredients.
Net Weight: 4 g
Manufacturer Detail: Take2 Cosmetics, B-108, Bajrang Krupa Industrial Estate, Athal, Silvassa, 396230
Country of Origin: India
Dimensions: L: 63mm * B: 21mm * H: 12mm
Generic Name for Product: Treasure IT Powder Matte Blush
Disclaimer: Colours of the face makeup may vary due to the difference in computer monitors and phone screens.
Important: All makeup products that will be shipped will have a shelf-life of a minimum 24 months to 36 months.",[],ADD TO BAG
makeup,"MyGlamm POSE HD Setting Powder - Ivory | Moisturising, Hydrating, Radiant Finish Translucent Setting Powder",₹384,₹699,5 ratings,https://www.myglamm.com/product/pose-hd-setting-powder-ivory.html,304,Face Makeup,Loose Powders & Fixers,,[],
makeup,MyGlamm LIT Liquid Matte Lipstick - I'M Baby,₹355,₹395,4.9 ratings,https://www.myglamm.com/product/lit-liquid-matte-lipstick-im-baby.html,18035,Lip Makeup,Pink Lipstick,"A classic bright pink shade for lips that stand out as much as you! It is also PETA Approved cruelty-free and vegan.
You found The One! Trust us, ladies, this liquid matte lipstick will be your new love! The LIT Liquid Matte Lipstick by MyGlamm gives you soft, kiss-proof lips, no smudges or transfers, just pure, intense colour! Best of all, its enriched with Moringa Oil that moisturises and smoothens dry, damaged lips.
Give it to me quick
Matte finish
Smudge-proof, transfer-proof formula
Lasts for upto 12 hours
Smooth, opaque application
Highly pigmented
Vegan-friendly
Benefits
Enriched with moringa oil that moisturises your lips, keeping them soft and supple
Long-lasting, up to 12 hours
Cruelty-free, not tested on animals
The LIT Collection by MyGlamm features statement-making, cruelty-free makeup for the modern Gen-Z girl
Net Weight: 3 ml
Manufacturer Detail:
M/s Viva Cosmetics, R. Indl. Complex, Asangaon, Thane - 421601, Maharashtra, M.L.No.: MH/104671
Country of Origin: India
Generic product name: LIT Liquid Matte Lipstick
Disclaimer: The lipstick swatch is for reference purposes only and may slightly vary from the colour of the bottle. Colours of the lip makeup may vary due to the differences in computer monitors and phone screens. 
Important: All makeup products that will be shipped will have a shelf-life of minimum 12 months to 36 months","['Feeling Epic', 'OTP', 'Thirst Trap', 'Heart Eyeing', 'Insta Baddie', 'Trust Fund', 'Ship', 'Doomscroll', 'Super Swipe', 'Holmes', 'Vogueing', 'Cupcakey', 'Slow Fade', 'Realness', 'Cuffing', 'Dark Academia', 'Vibez', 'Dogging', 'Clout', 'Hook Up', 'Sicc', 'Based', 'Drip', 'Sugar Mama', 'Perk Up', 'Curve', 'Homebody', 'Breadcrumb', 'Pie Hunt', 'Daterview', 'High Femme', 'Zoomer', 'Kittenfish', 'Riff Raff', 'Ok Boomer', 'Hypebeast', 'Euphoria', 'Not Me, Its You', 'Lacey', 'Slap', 'G Code', 'Hey & Pray', 'CU46', 'Super Fire', 'Go OFF']",ADD TO BAG
makeup,"MyGlamm POSE HD Foundation Stick - Warm Sand (Warm Beige Undertone) | Nourishing, Matte, Foundation Stick With Vitamin E (5g)",₹539,₹599,5 ratings,https://www.myglamm.com/product/pose-hd-foundation-stick-warm-sand.html,1499,Face Makeup,Foundation,"Warm Sand:For light skin with yellow undertones.
Give It To Me Quick:
Stick foundation
Matte finish
Super smooth application
Medium to high coverage
Lightweight, satin texture
Available in 10 shades
Nourishing and hydrating ingredients like shea butter, jojoba oil and vitamin E
Silicone dioxide microspheres blur imperfections to create a soft focus effect
Multi-useuse as a concealer, highlighter or contour
For all skin types
Tell Me More:
The MyGlamm POSE HD Foundation Stick is like an instant skin filter, designed for the girl whos always on camera. This highly pigmented creamy formula glides on like a dream to give you a flawless matte finish (no shine stealing the spotlight). Think my skin, but better in fact, way better as this skin blurring foundation stick smoothens texture and tone. With a blend of shea butter, jojoba oil and vitamin E, it hydrates, nourishes and protects against free radical damage for a wholesome formula thats skincare and hi-def makeup rolled into one. Lightweight and long-wearing, this foundation leaves you looking photo-ready even in close-up.
Benefits:
High definition stick foundation
Multitasking formula blurs imperfections and conceals blemishes
Highly pigmented for better coverage
Long wear, matte finish
Light-as-air; feels like second skin
Creamy formula applies as smooth as satin
Enriched with natural skin-conditioning and protective agents
Enhanced Properties:
Silicone microspheres smoothen and minimize the look of pores and fine lines
Shea butter, jojoba oil and vitamin E boost hydration and nourishment
Vegan and cruelty-free
Paraben-free
SLS-free
Phthalate-free
Alcohol-free
Mineral oil-free
MyGlamm presents POSE Camera Ready HD Makeup - Indias first HD makeup line designed with Optical Blurring Technology especially for Indian skin tones.
Net Weight: 5g

Manufacturer Detail:
M/s Viva Cosmetics, R. Indl. Complex, Asangaon, Thane - 421601, Maharashtra M.L.No.: MH/104671
Country of Origin: India
Generic Product Name: POSE HD Foundation Stick 
Disclaimer: True colour of the face makeup products may vary slightly due to the differences in computer monitors and phone screens.
Important: All makeup products that will be shipped will have a shelf-life of minimum 24 months to 36 months.",[],ADD TO BAG
makeup,"MyGlamm Glow to Glamour Shimmer And Fixing Powder (2 in 1) | Enhanced Luminosity, Flawless Finish Loose Powder For All Skin Tone",₹597,"₹1,195",5 ratings,https://www.myglamm.com/product/glow-to-glamour.html,533,Face Makeup,Loose Powders & Fixers,,[],
bath-and-body,MyGlamm LIT XOXO Fragrance - Flirty Perfume - 25ml,₹335,₹395,5 ratings,https://www.myglamm.com/product/lit-xoxo-fragrance-flirty-perfume.html,388,Body Spray and Mists,Body Spray and Mists,"Flirty:
A spritz of FLIRTY and a killer pickup line is sure to make you a winner at the bar!

Fragrance Notes:
Top notes - Flowers, Berries & Musk.
Heart notes - Bergamot, Mirabelle Plum & Blackberry.
Base notes - Amber, Burgundy Rose, Geranium & Peony Flower.
MyGlamm LIT XOXO Fragrances Set
A Love-Inspired Fragrance Wardrobe
Notes of love, now in a bottle! Featuring - MyGlamm XOXO LIT Fragrance Range, limited edition of mystique perfumes crafted for every type of love. Spark a conversation of love that reflects your persona bold & passionate, coy & dreamy-eyed or a sucker for spontaneity. For whatever your language of love may be, these 5 enchanting fragrances sets will have your back. Flirt with em all or spritz your fave muse on the way to meet your significant other! Mark your first impression with a sweet love note and leave the aromatic signature blend lingering as you depart.
The LIT Collection by MyGlamm features statement-making, cruelty-free makeup product for the modern Gen-Z girl.
Net Weight: 25 ml
Manufacturer Detail: Karona Aerosol LLP, 525-A, HSIIDC, Phase-II, Barhi Industrial Estate, District Sonepat, Haryana - 131 101
Country of Origin: India
Dimensions: L: 101mm * B: 39mm * H: 101mm
Generic Name for Product: MyGlamm LIT XOXO Fragrance
Disclaimer: Colours of the makeup may vary due to the differences in computer monitors and phone screens.
Important: All makeup products that will be shipped will have a shelf-life of a minimum of 12 months to 24 months.",[],ADD TO BAG
bath-and-body,MyGlamm LIT XOXO Fragrance + LIT Liquid Matte Lipstick Exclusive Combo,₹500,₹770,4.7 ratings,https://www.myglamm.com/product/myglamm-lit-xoxo-fragrance-lit-liquid-matte-lipstick-exclusive-combo.html,3,Body Spray and Mists,Body Spray and Mists,"MyGlamm LIT XOXO Fragrances Set:
A Love-Inspired Fragrance Wardrobe
Notes of love, now in a bottle! Featuring - MyGlamm XOXO LIT Fragrance Range, limited edition of mystique perfumes crafted for every type of love. Spark a conversation of love that reflects your persona bold & passionate, coy & dreamy-eyed or a sucker for spontaneity. For whatever your language of love may be, these 5 enchanting fragrances sets will have your back. Flirt with em all or spritz your fave muse on the way to meet your significant other! Mark your first impression with a sweet love note and leave the aromatic signature blend lingering as you depart.
The LIT Collection by MyGlamm features statement-making, cruelty-free makeup product for the modern Gen-Z girl.
Net Weight: 25 ml
Manufacturer Detail: Karona Aerosol LLP, 525-A, HSIIDC, Phase-II, Barhi Industrial Estate, District Sonepat, Haryana - 131 101
Country of Origin: India
Dimensions: L: 101mm * B: 39mm * H: 101mm
Generic Name for Product: MyGlamm LIT XOXO Fragrance
Disclaimer: Colours of the makeup may vary due to the differences in computer monitors and phone screens.
Important: All makeup products that will be shipped will have a shelf-life of a minimum of 12 months to 24 months.
LIT Liquid Matte Lipstick 1.6ml:
MyGlamm LIT Liquid Matte Lipstick is enriched with Moringa Oil that moisturises and smoothens dry, damaged lips. Available in an easy-to-carry pack in 25 versatile shades.
The MyGlamm range is made for the multitasking woman who wants the most out of her makeup and skincare. It's all about glamour that's easy and accessible. Our makeup is rooted in innovation and created with the best skin-friendly ingredients.
Net Weight: 1.6 ml
Manufacturer Detail:
VIVA Cosmetics, C1/1 to 6, Radheshyam Indl. Complex, Asangaon, Shahapur, Thane- 421 601.
Country of Origin: India
Dimensions: B - 13mm*H -105mm
Generic product name: Liquid lipstick
Disclaimer: Colours of the lip makeup may vary due to the differences in computer monitors and phone screen resolutions.
*Based on consumer testing
Important: All makeup products that will be shipped will have a shelf-life of minimum 24 months to 36 months.",[],
bath-and-body,"St.Botanica Moroccan Argan Hair Shampoo, 300ml",₹419,₹599,5 ratings,https://www.myglamm.com/product/stbotanica-moroccan-argan-hair-shampoo-300ml.html,20,Shower Gels, ,,[],
bath-and-body,,,,,https://www.myglamm.com/product/wipeout-germ-killing-hand-cream.html,, , ,,[],
bath-and-body,MyGlamm WIPEOUT Germ Killing Body Wash ,₹139,₹199,5 ratings,https://www.myglamm.com/product/wipeout-germ-killing-body-wash.html,150,Shower Gels,Shower Gels,"Neha
28 Feb, 2021 at 12:31 PM
What is the quantity of this product?",[],
bath-and-body,"St.Botanica Goji Berry Body Wash with Vitamin C, For Glowing Skin + MyGlamm 10% Niacinamide Clarifying Serum","₹1,048",,,https://www.myglamm.com/product/stbotanica-goji-berry-body-wash-with-vitamin-c-for-glowing-skin-myglamm-10-niacinamide-clarifying-serum.html,,Shower Gels, ,"St.Botanica Goji Berry Body Wash with Vitamin C, For Glowing Skin:
A blend of antioxidants that forms a rich lather & gives a long-lasting aroma. St.Botanica Goji Berry Body Wash is a mild body cleanser that keeps the skin rejuvenated & fresh all day long.
It is infused with skin-loving ingredients like Goji Berry, Vitamin C and Dragon Fruit.
Goji Berry helps improve skin tone and eliminate dullness, while Dragon Fruit has a soothing effect on inflamed skin.
Vitamin C is the powerhouse of antioxidants that help the skin deal with oxidative stressors while fighting signs of ageing and brightening the skin.
Discover the best-kept secret to radiant skin with St.Botanica Goji Berry Body Wash. The natural cleansing agents form a rich, bubbly lather which gently cleanses off the dirt to leave skin gleaming and healthy. Rich in chock-full of antioxidants, this body wash targets pigmented and dull skin. The tiny red Goji Berry is loaded with500X more Vitamin C than Oranges*and it helps promote collagen production and mitigate melanin dark spots to make skin supple and even-toned.The formula also contains Dragon Fruit which is known for its moisturising and hydrating properties.Kickstart your day with an energising touch of this Goji Berry & Dragon Fruit Body Wash!
*When compared with the nutritional value of Goji Berry and Orange by weight.
Benefits:
For Radiant & Clear Skin:With skin illuminating Vitamin C, this body wash makes the skin glow. It helps de-tan and reduce dark spots for an overall, even-toned radiance.
Gently Cleanses:This non-drying formula is gentle on the skin and doesnt strip off its natural oils while ensuring that your skin stays hydrated & moisturised.
Strengthens & Protects Skin:The power-packed formula is rich in antioxidants from Goji Berry, Vitamin C & Dragon Fruit that fortify the skin barrier against damage caused due to UV rays and other free radicals.
Improves texture:By warding off harmful stressors and boosting elastin, it helps reduce early signs of skin ageing. And with consistent use, the skin will appear to be smoother and softer.
No-Nasty Formula:This Goji Berry Body Wash isfree from harmful chemicals & toxins, like parabens, silicone and sulphates. It is cruelty-free.
Who Should Use It?
St.Botanica Goji Berry & Vitamin C Body Wash is suitable for skin types. Anyone with uneven or dull skin tone can use this to reduce pigmentation. The nourishing formula helps nurture skin & enhance the daily shower experience.
Why Should You Use It?
Cruelty-free
Vegan
No Parabens
No SLS
No Mineral Oils
No Silicones
Ethically sourced natural ingredients
MyGlamm 10% Niacinamide Clarifying Serum:
Give It To Me Quick
Highly concentrated formula with 10% Niacinamide
Enriched with nourishing moringa & tiger grass
Unique light-weight, serum-gel texture
Balances out & evens skin tone
Serum has anti-inflammatory benefits 
Helps regulate sebum production
Reduces blemishes and tackles redness
Icons
 Cruelty-free Vegan Paraben-free Phthalate-free SLS-free Alcohol-free Mineral oil-free Silicone-free Gluten-free Sulphate-free Formaldehyde free Triclosan Fre TEA free D5 Free
Tell Me More
A non-sticky texture niacinamide serum that delivers your daily dose of Vitamin B3 (Niacinamide), antioxidants, and nourishing natural ingredients that balance sebum activity and intensely hydrate parched skin. This niacinamide serum is mineral-oil free, dermatologically tested formula revitalizes your skin with 10% highly concentrated, pure niacinamide and zinc PCA. In niacinamide serum this powerful component not only helps control oil production but also defends against redness and reduces blemishes, dark spots and acne scars. The formula is enriched with natural actives including moringa and tiger grass that have antimicrobial properties and nourish skin. Additional ingredients in face niacinamide serum include rose water which tones skin, and zinc PCA which regulates sebum levels. 
A special, additional infusion of tea plant and aloe vera have anti-inflammatory properties that help reduce dark spots. Hyaluronic acid is another active ingredient infused in this reliable formula. Niacinamide serum provides multi-level hydration, deeply replenishes dehydrated skin and makes it visibly smoother. 
Benefits
Treats Acne and Blemishes
Niacinamide concentration helps reduce dark spots, treat hyperpigmentation and reduce pore lining; resulting in reduced acne. This makes it the perfect choice for oily skin.
Provide Moisture Boost
The addition of hyaluronic acid in this formula allows the skin to retain moisture, resulting in smooth, hydrated skin.
Reduces Inflammation 
Formulated to help reduce redness and inflammation of the skin, and the natural antioxidants added to this formula calm and soothe the skin.
The MyGlamm Serum Range is rooted in science-based innovation combined with natural actives formulated especially for Indian skin, to deliver lasting results and a more balanced, even and healthy skin tone.
Net Weight: 30g

Manufacturer Detail
Anapure Biocos, Plot No: 911, Phase 2 Ind. Area, Chandigarh - 160002

Country of Origin: India
Generic Name of  Product: MyGlamm 10% Niacinamide Clarifying Serum
Disclaimer: Colours of the makeup may vary due to the differences in computer monitors and phone screen resolutions.
Important: All products that will be shipped will have a shelf-life of minimum 12 months to 24 months.",[],WRITE A REVIEW
bath-and-body,MyGlamm SUPERFOODS Onion & Moringa Conditioner - 200ml,₹194,₹299,4.9 ratings,https://www.myglamm.com/product/myglamm-superfoods-onion-moringa-conditioner.html,199,Shower Gels, ,,[],
bath-and-body,MyGlamm WIPEOUT Germ Killing Face Wash ,₹95,₹119,4.9 ratings,https://www.myglamm.com/product/wipeout-germ-killing-face-wash.html,865,Cleansing Products, ,"Shamika satam
26 Mar, 2021 at 04:15 PM
whts the quantity and its suit for oily skin or not",[],
bath-and-body,MyGlamm Wipeout Germ Killing Face Wash - Rose & Honey,₹95,₹119,4.9 ratings,https://www.myglamm.com/product/wipeout-germ-killing-rose-honey-face-wash.html,288,Cleansing Products,Face Wash,,[],
bath-and-body,Pristine Day - Face Wash & Body Wash Combo,₹159,₹188,5 ratings,https://www.myglamm.com/product/pristine-day-face-wash-body-wash-combo.html,25,Kits, ,,[],
hair-care,"St.Botanica Moroccan Argan Hair Mask, 200ml",₹384,₹549,5 ratings,https://www.myglamm.com/product/stbotanica-moroccan-argan-hair-mask-200ml.html,4,Bath & Shower,Hair Mask,,[],
hair-care,"Oriental Botanics Red Onion Hair Oil with Comb Applicator, 100ml",₹279,₹399,5 ratings,https://www.myglamm.com/product/oriental-botanics-red-onion-hair-oil-with-comb-applicator-100ml.html,4,Bath & Shower,Hair Oil,,[],
hair-care,"Oriental Botanics Bhringraj & Amla Hair Mask, 200ml",₹384,₹549,5 ratings,https://www.myglamm.com/product/oriental-botanics-bhringraj-amla-hair-mask-200ml.html,2,Bath & Shower,Hair Mask,,[],
hair-care,"St.Botanica Moroccan Argan Hair Serum, 120ml",₹524,₹749,5 ratings,https://www.myglamm.com/product/stbotanica-moroccan-argan-hair-serum-120ml.html,5,Face Serum, ,,[],
